,do_nothing,mine_minerals,mine_gas,build_assimilator,build_pylon,build_gateway,build_cybercore,train_probe,train_zealot,train_stalker,harass,attack_all
[20  2  1  2 21  2  1  3],0.0,0.0,-1.2000000000000002,-1.2000000000000002,0.0022680000000000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[22  2  1  3 19  2  1  3],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[22  2  1  2 21  2  1  3],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  2  1  1 23  2  1  3],-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022680000000000022,0.0,0.0
[20  2  1  0 25  2  1  3],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  2  1  1 23  2  1  4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.12,0.0,0.0,0.0
[22  2  1  1 23  2  1  4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  1  1  2 21  2  1  4],0.0,0.0,0.0,0.0,0.0,0.0,-0.8,-0.6000000000000001,0.0,0.0,0.0,0.0
[20  1  1  2 13  2  1  4],0.0,0.0,0.0,0.0,0.0,0.0,1.2000000000000002,-1.6,0.0,-1.19028,1.2000000000000002,0.10800000000000004
[20  1  1  3 11  2  1  4],0.0,-0.6920000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  1  1  3 11  2  1  5],0.0,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.63304092,0.0,0.0
[21  1  1  3 11  2  1  5],0.0,-0.71947654892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[21  1  1  4  9  2  1  5],0.0,0.0,0.0,0.0,0.0,-1.08,0.0,-1.5815320000000002,0.0,0.0,0.0,0.0
[22  1  1  3 11  2  1  5],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8
[21  1  0  3 11  3  1  5],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[22  1  0  3 11  3  1  5],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,0.0,0.0,0.0
[21  1  0  2 13  3  1  5],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[22  1  0  2 13  3  1  5],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,0.0
[22  1  0  1 15  3  1  5],0.0,0.0,0.0,0.0,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[22  1  0  0 17  3  1  5],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[21  1  0  0 17  3  1  5],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0
[ 2  1  0  0 30  3  1  5],0.0,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 2  0  0  0 30  3  1  5],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8,0.0,0.0
[2 0 0 0 6 3 1 5],0.0,0.0,0.0,0.0,0.0,-0.042,0.0,0.0,0.0,0.0,0.0,0.0
[0 0 0 0 8 3 1 5],-0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[0 0 0 0 0 3 1 5],0.9327841578000001,0.0,1.4349841578000002,0.0,0.0,6.3470525778,2.5439567940000005,0.5468958,0.0,10.36426842,4.9022,0.9327841578000001
[14  1  0  0 28  1  0  1],0.0,0.0,0.0,5.17257898069298e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[17  1  0  0 28  1  0  1],5.379024952817429e-07,4.845647478552603e-07,7.74898959381378e-09,4.87761417677292e-06,1.0990802152464454e-07,7.683478549045755e-06,0.0,0.0,6.174828188804057e-07,0.0,0.0,1.0990802152464454e-07
[18  1  1  2 20  1  1  2],0.0,-0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[18  1  1  3 18  1  1  2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  1  1  3 18  1  1  3],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[19  1  1  3 18  1  1  3],-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[19  2  1  3 18  1  1  3],0.0,0.005686336229033314,0.0,0.021638741259325682,-0.7913030962243717,0.0,0.0,0.0,-0.7717230170927597,0.023411789352346616,-1.1541238044242577,0.24043045843695202
[19  2  1  6 13  1  1  4],-0.7999710125905944,0.0,0.7886310128947276,0.0,0.0,0.0709767911605255,0.0709767911605255,0.07169372844497524,0.0,0.0,0.0,-0.3576211500260044
[19  2  1  4 17  1  1  3],0.0,0.08236352717235405,0.0,0.007487593379304914,0.0,0.0,-0.39991298840155187,-0.6397838745777905,-0.31680451800772325,0.0,0.0,0.0
[21  2  1  1 22  1  1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020916968273625616,0.0,0.12741916224985358
[21  2  1  6 12  1  1  5],0.07245086977261926,0.018215247193879968,-1.1688392133965184,0.01941460987742634,0.0,0.0,0.0,-0.6903993935803258,0.008403845235592483,-0.6155479023453858,-0.8,0.019468228752167808
[21  2  1  7 10  1  1  6],-0.8,0.0,0.0,0.0,-1.2000000000000002,0.0,0.0,0.0,0.0,0.9172502161334531,0.0,0.0
[21  2  1  6 12  1  1  6],0.0,0.0,0.0,0.0,0.0,0.0,-1.2000000000000002,-1.1892610513256248,0.0,0.0,0.0,0.0
[22  2  1  5 14  1  1  6],0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2000000000000002,0.0,0.0,0.0,0.0
[21  2  1  4 16  1  1  6],-1.2000000000000002,0.0,-2.16,-0.8,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0
[21  2  1  2 20  1  1  6],0.0,0.6096633985766293,0.0,0.3291646869091075,0.2160426138638546,0.1559201148516825,0.0,0.0,1.559201148516825,0.0,0.0,0.0
[21  2  1  3 18  1  1  6],0.0,0.0,-0.72,0.0,0.0,0.0,0.0,0.0,1.889339898557299,-0.8316718966334857,-1.6,0.0
[21  2  1  5 14  1  1  6],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,0.0,-1.2000000000000002,0.0
[21  1  1  4 16  1  1  6],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[22  1  1  4 16  1  1  6],0.0,0.0,0.0,-1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[22  1  1  3 18  1  1  6],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2000000000000002
[21  1  1  3 18  1  1  6],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[21  1  1  2 20  1  1  6],0.0,0.0,0.0,0.0,0.0,-0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0
[22  1  1  2 12  1  1  6],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[21  1  1  2 12  1  1  6],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[21  1  1  2 12  2  1  6],0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,0.0,0.0,0.0,0.0
[22  1  1  2 12  2  1  6],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[21  1  1  3 10  2  1  6],0.0,0.0,0.0,1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[22  1  1  3 10  2  1  6],0.0,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[21  1  1  3 10  2  1  5],0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
[22  1  1  1 14  2  1  5],-0.72,0.0,0.0,0.0,0.0,0.0,0.0,-1.2000000000000002,-1.08,0.0,0.4,0.0
[22  1  1  0 16  2  1  5],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08856000000000001,0.0,0.0,0.0
[21  1  1  0 16  2  1  5],0.0,-0.8,0.0,0.0,0.0,-0.5832,0.0,0.0,0.0,0.0,0.0,0.0
[19  1  1  0 18  2  1  5],0.0,0.0,0.0,0.0,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  1  1  1 16  2  1  5],0.0,0.0,0.0,0.0,0.0,0.0,-0.8,0.0,0.0,0.0,0.0,0.0
[20  1  1  0 19  2  1  5],0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,0.0,0.0,0.0,0.0
[20  0  1  0 19  2  1  5],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[19  0  1  0 19  2  1  5],0.0,-0.81,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[19  0  1  0  4  2  1  5],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6000000000000001,0.0,0.0,0.0
[20  0  1  0  4  2  1  5],-0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
[20  1  1  0 12  2  1  5],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2000000000000002,0.0,0.0
[20  1  1  1 -6  2  1  5],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0
[20  0  1  0 -4  2  1  5],0.0,0.0,0.0,0.0,-0.6000000000000001,0.0,-1.0,0.0,0.0,0.0,0.0,-0.6000000000000001
[18  2  1  6 15  1  1  1],0.0,0.07192037898539999,0.13802901017400002,0.13802901017400002,-0.6201463914955574,0.67264684746,0.07192037898539999,0.21901126340198088,0.79911532206,0.07192037898539999,0.07264684746000001,-0.646825083894
[18  2  1  7 13  1  1  1],0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.16200000000000006,0.036000000000000004,0.0
[18  2  1  9  9  1  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.774,0.0,0.0,0.0,0.07200000000000001
[18  2  1  9  8  1  1  0],0.23148656908641,0.0,0.0,0.0,0.0,0.8338248172589999,0.0208337912177769,0.0,0.0208337912177769,0.0,0.0,0.0
[20  2  1 10  6  1  1  0],0.0,0.0,-0.45850902241418834,0.0,-0.41554589725570945,0.0,0.0,0.0,0.0,0.0,0.0,0.2679021018011676
[20  2  1 12  0  0  1  0],3.5306995011026414,2.6060715258045146,3.0550353534332757,2.2833432742782716,4.758334431395303,0.0,0.0,0.4282500988255773,1.0066076333827425,0.4282500988255773,0.0,0.0
[20  1  1  1 22  1  1  2],0.00015906463680442543,0.0,1.6229429323989943e-05,0.0015797918698886684,0.0,7.114133769990373e-05,1.5906463680442542e-05,0.0,1.4315817312398288e-05,8.702498303688347e-05,3.0222280992840832e-05,0.0
[20  1  1  8  1  1  1  4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7928000000000001,-0.6920000000000001,0.0,0.0
[21  1  1  8  1  1  1  4],0.0,0.0,0.0,0.0,-1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[21  1  1  7  3  1  1  4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  1  1  5  7  1  1  2],0.009720000000000005,0.008573914800000004,0.0,0.0,-0.8,0.0,-1.2000000000000002,0.0,0.0,0.0,0.10585080000000004,0.0
[20  1  1  4  9  1  1  2],0.0,0.0,0.0,-1.128,0.0,0.0,0.0,0.0,0.0,0.0,-0.72,0.0
[21  1  1  4  9  1  1  2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  1  1  3 11  1  1  2],0.0,0.07200000000000001,0.07200000000000001,0.0,0.0,0.07200000000000001,-1.1352,0.0,0.0,0.0,0.72,0.0
[20  1  1  3 11  1  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,0.0,0.0,0.0,0.0
[20  1  1  2 13  1  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  2  1  1 15  1  1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[21  2  1  2 13  1  1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[21  2  1  2 13  1  1  1],0.0,0.0,0.036000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  2  1  3 11  1  1  2],0.0,0.0,0.0,-0.76140195035336,0.0,-0.7654185436400001,0.0,0.0,0.0,0.0,-1.047145402797012,0.0
[21  2  1  3 11  1  1  2],0.0,0.0,0.0,0.0015502495349880006,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0
[21  2  1  1 15  1  1  2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[21  2  1  1 15  1  1  3],0.0,0.0,0.0,0.0,0.0,-0.8,0.0,0.0,0.0,0.0,0.0,0.0
[20  2  1  2 13  1  1  3],-1.1999228347668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7999212680000001
[21  2  1  1 15  1  1  4],-0.4,0.008444638693417423,0.0,0.0015766219788800216,0.0,0.0,0.0,0.0,0.0,0.0014695147132626144,0.0,0.0
[20  2  1  0 17  1  1  3],0.0,0.0,6.187880050308005e-07,6.126001249804924e-07,0.0,0.0007843342915608378,0.0,0.0,6.806668055338804e-06,0.0,0.0,-0.72
[20  1  1  0 17  1  1  4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[19  1  1  0 18  1  1  4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,0.0,0.0
[20  0  1  0 18  2  1  4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[19  0  1  0 18  2  1  4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[19  0  1  0 19  2  1  4],0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[18  0  1  0 20  2  1  4],0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
[17  0  1  0 21  2  1  4],0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[17  0  1  0  6  2  1  4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[18  0  1  0  6  2  1  4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6000000000000001
[18  0  1  0 -2  2  1  4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6000000000000001
[ 18   0   1   0 -10   2   1   4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,0.0,0.0,0.0
[15  2  0  0 30  1  1  2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[16  2  0  0 30  1  1  2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[18  2  0  2 22  1  1  2],0.00022989936029167704,5.3642329668118514e-05,0.0022985773156310734,0.0,0.00021107229711947418,0.0005013358609467475,0.0,0.00024839080072827223,0.001559193382012021,0.0,0.0,4.871259957161842e-05
[19  2  1  3 16  1  1  3],-0.8983782400031035,-0.4199919601113693,0.17471393805722124,0.031860493100911894,0.23456368575397335,-0.1626014084732077,0.43932395888868603,-0.3954245612942136,0.09264082551563112,0.2791109120565132,0.11211926669648624,0.8409136456447113
[21  2  1  2 21  1  1  4],6.329807800877148e-06,-1.0439188568070872,0.0,-1.0142981740895969,0.01106229933909143,0.009975083847170533,0.0,0.0031040979236826873,0.01672857315467223,0.027167026398666985,-1.0688814057137457,0.02317169491285081
[20  2  1  3 19  2  1  2],0.017496000000000008,0.0,0.017496000000000008,0.0,0.0,0.0,0.017496000000000008,0.0,0.19440000000000007,0.0,0.0,0.0
[20  2  1  5 15  2  1  4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  2  1  4 17  2  1  2],0.0972,0.0,0.9526572,0.0,0.0,0.0,0.08573914800000003,0.08660520000000002,0.0,0.0,0.0,0.19440000000000007
[20  2  1  4 17  2  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[21  2  1  4 17  2  1  1],0.0,0.0,1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  2  1  4 17  2  1  0],0.0,0.0,0.0,0.0,0.0,0.0,-1.6,0.0,0.0,0.0,0.0,0.0
[20  2  1  2 21  2  1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  2  1  2 21  2  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[21  2  1  2 21  2  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[21  2  1  3 19  2  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  2  1  3 19  2  1  1],0.0,0.0,0.0,0.017496000000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  2  1  2 21  2  1  4],0.0,0.0,0.0022680000000000022,0.0,0.0,0.0,0.0,0.0,0.002245320000000002,0.024902866800000024,0.0,0.0022680000000000022
[21  2  1  2 21  2  1  4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  2  1  3 19  2  1  5],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2000000000000002
[21  2  1  3 19  2  1  5],0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.72,0.0,0.0,0.0,0.0
[20  1  1  3 19  2  1  5],0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
[20  1  1  3 19  2  1  6],0.0,0.0,0.0,-0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  1  1  3 11  2  1  6],0.0,0.0,0.0,0.0,-0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  1  1  2 13  2  1  6],0.0,0.0,0.0,0.0,1.2600000000000002,0.0,0.0,0.0,0.0,-1.44,0.0,0.0
[20  0  1  0 18  2  1  6],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[19  0  1  0 18  2  1  6],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[19  0  1  0 19  2  1  6],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[18  0  1  0 28  2  1  6],0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
[18  0  1  0 13  2  1  6],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[19  0  1  0 13  2  1  6],0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6000000000000001,0.0,0.0,0.0,0.0
[18  0  1  0  5  2  1  6],0.0,-0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[19  0  1  0 -3  2  1  6],0.0,0.0,0.0,0.0,0.0,0.0,-0.6000000000000001,-1.0,0.0,0.0,0.0,0.0
[ 19   0   1   0 -11   2   1   6],0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
[ 19   0   0   0 -11   2   1   6],0.0,0.0,0.0,-0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,-0.6000000000000001,0.0
[ 19   0   0   0 -19   2   1   6],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 18   0   0   0 -18   2   1   6],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[15  1  0  0 32  1  0  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.340082394938547e-10,0.0,0.0,0.0,0.0
[14  2  0  0 32  1  0  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.134334976807633e-08,0.0,0.0,0.0
[15  2  1  2 25  1  1  2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[16  2  1  5 14  1  1  3],0.0,0.0,0.0,0.2003110802555234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[17  2  1  6 11  1  1  3],0.0,0.0,0.0,0.0072585972029880035,0.0,0.0,0.0,0.0,0.0072585972029880035,0.08065108003320003,0.08065108003320003,0.0
[19  2  1  7  9  1  1  3],0.0102801238452,8.326900314612002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[21  2  1  4 17  1  1  0],0.0,0.0,0.0,0.0,0.05026558908049799,0.0,0.0,0.0,0.1332056235296885,0.0,0.0,0.0
[21  2  1  4 17  1  1  5],0.012318355597400708,0.0,-0.7305251795080291,-0.7918732150162824,-0.013726056749824774,0.0,0.08956615265936684,0.0,0.004829790319648637,-1.6157506228256355,0.07499677153807277,0.017057913136796485
[21  2  1  5 15  1  1  6],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  2  1  5 15  1  1  6],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2066189372706448,0.0,-0.8,0.0,0.8
[20  2  1  2 21  1  1  8],0.0,0.0,0.0,-0.8,0.0,0.0,0.0,-1.2000000000000002,-0.8,0.0,0.0,0.0
[20  1  1  3 19  1  1  8],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  1  1  2 21  2  1  7],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[21  1  1  2 21  2  1  7],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
[20  1  1  1 15  2  1  7],0.0,-1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[21  1  1  1 15  2  1  7],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[21  1  1  0 17  2  1  7],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  1  1  0 17  2  1  7],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2000000000000002,0.0,0.0,0.0,0.0
[19  1  1  0 19  2  1  6],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[18  1  1  0 19  3  1  6],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[18  1  1  0 20  3  1  6],0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[19  1  1  0 20  3  1  6],0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
[18  1  1  0  5  3  1  6],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8
[19  0  1  0  5  3  1  6],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6000000000000001
[19  0  1  0 -3  3  1  6],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[14  2  0  0 28  1  1  1],9.217101234140006e-06,0.0,4.828005408359052e-06,2.9862806402448713e-10,0.0,0.0,4.709699404598938e-06,0.0,0.0,8.439035126623085e-06,0.0,4.4999325564912534e-05
[15  2  0  1 24  1  1  2],2.345058877832961e-07,0.0,4.4556118678826245e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34505887783296e-06
[16  2  0  1 23  1  1  2],0.005256693300402307,0.0008988945543687945,0.0,0.0008988945543687945,0.0,0.0,0.0,0.0,0.0,0.0004734934496194883,3.8321294159932816e-05,0.009987717270764385
[15  2  0  1 23  1  1  2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[16  2  0  2 23  1  1  2],0.0,0.0,0.007278926592021827,2.091895908022539e-05,0.0,0.0,0.0,0.0,0.08087696213357586,0.0,0.0,0.0
[18  2  1  3 21  1  1  3],0.004610829935808001,0.004610829935808001,0.0,0.0,0.004610829935808001,0.004610829935808001,0.0,0.00041497469422272014,0.00011337408000000005,-0.7537326578548236,0.008760576878035203,0.008760576878035203
[18  2  1  4 19  1  1  2],0.0,0.1079896450788,0.20566490686020003,0.108528068646,0.0,0.0,0.0,0.0,0.0,1.070545771495533,0.0,-0.7923303368225901
[20  2  1  5 14  1  1  2],0.0,0.0,0.0,0.08293650936614104,0.0,0.0,0.0,0.21834127186452176,1.3674228540315951,0.0,0.0,0.0
[21  2  1  5 14  1  1  5],0.12678766550403675,-1.3478905616783927,-1.2934926327567395,-2.112690592328484,0.03647051588720962,0.0508194903228965,-0.8748,0.19888407258462515,-0.08479787824287605,-2.609503470897801,0.0,0.0
[22  2  1  5 14  1  1  5],0.018633813118395383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019398178760283824
[21  2  1  3 18  1  1  5],-1.0822197509440503,-0.6604718323832937,-1.7952649313855789,-0.7872391438816804,-0.29662170808868316,-0.18003471665296067,-0.26320902155537074,-0.6499566394104457,-1.5025022412128637,-1.864302974555916,-0.3859422694470803,-1.3209641702097201
[21  2  1  2 20  1  1  5],-1.1055842458289233,-0.33289926753573196,-1.2655196401485993,-0.40993203069964346,-0.4480788103701376,-1.1223732589207265,-0.13441102870757143,-0.5343659434307511,-0.3399452885037832,-0.49073162494666944,-1.2898609658270432,-1.1290906386858812
[21  2  1  4 16  1  1  5],-1.6326070745219154,0.2486930279243159,0.22644427330996,-0.14568302902930708,0.10098116081883272,-0.07963129368409504,0.8822676292277615,0.2431688207688731,-1.4164810065996318,-2.2343608098762058,-1.3992570799854058,-0.1344155329394926
[22  2  1  3 18  1  1  5],-0.23596706104520002,0.06632857148700819,0.10507083623315236,0.0,-0.6272756579166969,0.027389985546888755,0.015773111639964633,0.0026939031838500434,-0.8,0.015788807829459843,-1.1992036685975476,0.0
[21  1  1  3 18  1  1  5],0.00015252091949745676,-0.4328396245070261,-1.9849441766823603,0.0,0.0,0.003124252241868659,0.0,0.001644343285194031,-0.967924,-0.6000000000000001,-0.4344145087115614,0.0
[21  1  1  3 10  1  1  5],0.0,-0.768533444,0.0,0.0,0.035640000000000005,-0.9370080000000002,0.032076,-1.2000000000000002,0.0,0.0008660520000000005,-0.93636,0.32076
[21  1  1  2 12  1  1  5],0.0,0.0,-0.72,-0.969401844,-1.08,0.8,0.0023383404000000005,-0.8,0.0,0.0288684,0.002598156000000001,0.002598156000000001
