,do_nothing,mine_minerals,mine_gas,build_assimilator,build_pylon,build_gateway,build_cybercore,train_probe,train_zealot,train_stalker,harass,attack_all
[20  2  1  5  7  1  1  2],0.10800000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.10800000000000004,0.0
[20  2  1  5  7  1  1  1],0.0,0.0,-2.4000000000000004,0.0005161320000000002,0.0,0.0,0.0,0.0,0.0,0.06372000000000001,0.0,0.0
[22  2  1  6  5  1  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.06372000000000001,0.0,0.0,0.0,0.12820677480000006,0.0
[20  2  1  6  5  1  0  1],0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  2  1  6  5  0  0  0],-1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2000000000000002,0.0
[20  2  1  5  7  0  0  0],-1.08,0.8171361,0.0,0.0,0.0,0.15309000000000006,-1.2000000000000002,0.0,-0.4,0.0,0.0,0.09000000000000001
[20  2  1  4  9  0  0  0],0.0,0.0,0.0,-1.08,0.0,0.0,0.0,-1.2000000000000002,0.0,0.0,0.0,-1.2000000000000002
[20  2  1  3 11  0  0  0],0.0,0.0,0.0,0.0,0.0,-1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0
[20  2  1  2 13  0  0  0],0.0,0.0,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  2  1  1 15  0  0  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  2  1  1 15  1  0  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  2  1  2 13  1  0  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[22  2  1  2 13  1  0  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  2  1  2 13  1  1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.036000000000000004,0.0,0.0,0.0,0.0,0.0
[20  2  1  3 11  1  1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  2  1  3 11  1  1  1],0.0,0.0,0.0,0.0,-1.2000000000000002,0.0,0.0,0.0,-0.4,0.0,0.0,0.0
[20  2  1  2 13  1  1  1],0.388476,0.0,0.035316000000000014,0.036000000000000004,0.0,0.067716,-0.486,0.036000000000000004,-0.2916,0.036000000000000004,0.0,-1.0446840000000002
[20  2  1  1 15  1  1  1],0.0,0.0,0.0,0.0,0.0,0.0,-0.648,0.0,0.0,0.035316000000000014,0.0,0.0
[20  2  1  0 17  1  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[22  2  1  0 17  1  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  2  1  1 15  1  1  2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.684,0.0,0.0,0.0
[22  1  1  2 13  1  1  2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[21  1  1  2 13  1  1  3],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07200000000000001,0.0,0.0
[20  1  1  2 13  1  1  3],0.0,0.0,0.0,0.0,-1.92,0.0,-1.2000000000000002,-1.2000000000000002,0.0,-2.1,-1.2000000000000002,-0.8
[20  1  1  1 15  1  1  3],0.0,0.0,-1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[21  1  1  1 15  1  1  3],0.0,0.0,-0.8,0.0,0.0,0.0,0.0,-1.2000000000000002,0.0,-1.2000000000000002,0.0,0.0
[20  1  1  0 17  1  1  3],0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.648,0.0,0.0,0.0,0.0
[20  0  1  0 17  1  1  3],0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  0  0  0 17  1  1  3],0.0,0.0,0.0,0.0,0.0,0.0,-0.6000000000000001,0.0,0.0,0.0,0.0,0.0
[21  0  0  0 17  1  1  3],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  0  0  0  9  1  1  3],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2000000000000002,0.0,0.0
[20  0  0  0 -7  1  1  3],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[21  0  0  0 -7  1  1  3],0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
[ 21   0   0   0 -22   1   1   3],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 22   0   0   0 -22   1   1   3],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 21   0   0   0 -21   1   1   3],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 17   0   0   0 -17   1   1   3],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 15   0   0   0 -15   1   1   3],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 14   0   0   0 -14   1   1   3],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[15  0  0  0 16  1  0  0],0.0,0.0,0.0,2.426621302986501e-11,0.0,9.967342777946117e-13,0.0,0.0,0.0,0.0,0.0,9.967342777946117e-13
[16  0  0  0 15  1  0  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[14  1  0  0 15  1  0  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[15  1  0  0 15  1  0  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[15  1  0  0 14  1  0  1],0.0,0.0,6.876294538735685e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[14  2  0  0 14  1  0  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[15  2  0  0 14  1  0  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[17  2  0  0 14  1  0  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[16  2  0  0 14  1  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[17  2  0  0 14  1  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[15  2  0  0 12  1  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[16  2  0  0 10  1  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[15  2  0  0 18  1  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[15  2  0  0 17  1  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[17  2  0  0 17  1  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[16  2  0  0 17  1  1  2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[17  2  0  0 17  1  1  2],0.0,0.0,0.0,0.0,1.2050341109390442e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[17  2  0  0 16  1  1  2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[18  2  0  2 16  1  1  2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[16  2  0  2 16  1  1  2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[18  2  0  2 24  1  1  2],0.0,8.770288950839161e-05,0.0,0.0,0.0009647317845923076,0.0,0.0,3.7661541865391604e-05,0.0,0.0,0.004367318086307813,0.0
[18  2  0  2 23  1  1  2],0.00041846157628212886,2.4369062138228892e-05,4.152558762936722e-05,1.0369476792000003e-05,0.0,7.270112880000003e-06,1.2825822178015207e-05,3.7661541865391604e-05,0.0,7.30098250629977e-05,7.259447251754361e-05,1.2825822178015207e-05
[17  2  0  2 23  1  1  2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01105379392585985,0.0,0.0,3.842622371736722e-05
[19  2  0  2 23  1  1  2],3.8814367391280014e-05,0.0,3.8814367391280014e-05,0.0,3.8814367391280014e-05,0.0,0.0,0.0002460052277716262,0.0,0.00014250913531128006,0.0,0.0
[18  2  1  2 19  1  1  3],0.031552266100445515,-1.1662636512219386,0.1146570766455264,0.1526892984313085,0.068219719618403,0.01388084531193714,0.026202790059399874,0.032917640451577974,0.030149378805096976,0.01717692496357645,-0.7062579631411823,0.031772259069315044
[18  2  1  3 19  1  1  3],-0.2685594556961961,0.0015606262872000002,0.0,0.0,0.0,0.0005832000000000001,0.0,0.0005117702606129983,0.0,0.0,0.0,0.0
[19  2  1  3 19  1  1  3],0.0,0.0,0.0,0.02371957776477223,0.023000693673938047,0.03292621587727578,0.023000693673938047,0.078852063948179,0.0,0.5399484680735336,0.0,0.0
[18  2  1  4 17  1  1  3],0.0,-0.7931663486496352,0.0,0.0,0.0,0.0,0.0,0.0,0.12494299614786078,0.0,0.0,0.0
[18  2  1  4 14  1  1  3],0.01373910314726978,-1.291925517325977,-0.8,-0.7050922498193846,0.14249835269827565,0.11835207097258635,0.14564301143162695,0.0,0.07894430883393745,0.012824851742844806,0.0,-0.8299997240505079
[19  2  1  4 13  1  1  3],1.3387975986820706,-1.523345804870753,0.0,0.0,-0.5847475138068845,0.009001202690091468,0.009001202690091468,0.07551128113214275,0.009001202690091468,1.0810529890782499,0.00810108242108232,0.009497449730676741
[20  2  1  4 13  1  1  3],0.14539297373649412,1.195699098016477,1.0719577367473963,0.3228007312991649,2.2944216240638298,1.337982702465546,-0.7179138139952844,-0.6086749543343577,-0.18427864037617364,-0.1231586785870479,0.6189710201083387,1.5221243015487818
[20  2  1  5 11  1  1  3],0.6912508876495089,1.1006256825478546,-0.3643944335187892,1.2222160148121994,1.0090726972400546,0.8716093798896182,1.2057104235890226,0.6319978327222304,0.38042087224413473,0.19598411691066026,1.3161729934426822,-0.09243159045581445
[20  2  1  3 17  1  1  3],0.02599328096857405,-0.7989804304684606,0.0,0.0,0.012827851426136523,0.0,0.16530010756901156,0.0,0.307767787805269,-1.1360206940097533,-1.5859891148433136,-0.8
[20  2  1  2 19  1  1  3],0.0,0.13274690197868533,0.001036501203199022,0.0058715348253804535,0.023713462653804463,0.0,0.012020693446451269,0.016518088269645105,0.0,0.057634918614400385,0.014681830461791905,0.0009098751060000004
[20  2  1  1 23  1  1  3],-0.5413343722888251,0.41340708958245426,-1.1972386645339237,0.946856085817324,0.7164150053666646,-0.14653170759796996,0.3864363262626791,-1.6239752355637789,-0.3647050691460906,0.25764951658666807,0.29499866883618525,0.14747741911338555
[20  2  1  2 20  1  1  3],0.0,0.0,0.0,0.0016820211900345884,0.002315413960160718,0.004399286524305364,0.007536347047940288,0.0,0.006751682759323373,0.03042756674006195,0.0027384810066055755,0.0
[21  2  1  3 18  1  1  3],0.37937876291959594,-1.9970616635486467,0.10577170763500782,-0.09197997959107088,0.3849402090068418,-2.9716468891327072,0.69520481474261,0.6941897132186744,-0.9168677747045424,0.5649430269443849,-0.26117383373739234,1.0997004007668858
[21  2  1  4 16  1  1  3],-1.6276664217829606,-0.06282580726834042,-0.29255657981611366,0.24892206304464884,-0.12202917012466619,-0.23376052294243765,-0.01748042665288281,0.47836214106982855,-0.41161723598836564,-1.650553466200192,-2.262690361957758,-0.7474391045309835
[22  2  1  4 16  1  1  3],0.0,0.3730766838631435,-1.1229314732594045,-0.9621018037633294,0.0,0.0925718948198891,0.0,0.0,-1.203447077569303,0.20284660960730644,0.03199870553088118,0.04095013981716386
[22  2  1  6 12  1  1  1],0.4631613748401944,1.5730244869727965,-1.0761298532342622,0.0,0.0,0.16290438120000006,0.0,0.07200000000000001,0.0,-1.128,0.0,0.0
[21  2  1  4 16  1  1  1],0.3044383991176623,0.388726834261185,-0.7213341992805703,-0.7861683838993125,0.2537030544176276,0.043831614107257826,-1.1634929946827468,-1.14564625299643,-0.6144240456633736,-0.12062021919750128,-0.6808021854878352,-1.2150593397786462
[21  2  1  3 18  1  1  1],0.2449905851506385,0.15122908535970997,-0.896209836274599,-0.33709103005493524,0.21099600624485976,-1.220609900711914,-0.35897008298744665,0.2511826072794154,-3.2451973139977133,-0.6501220290729706,0.1981315603657929,-1.4084285939485632
[22  2  1  3 18  1  1  1],0.0,0.0,0.06743894079152025,0.0,0.0,-0.6904216839634613,0.02729323419282841,0.0,0.0,0.0,-0.9040692730156465,0.0
[21  2  1  3 18  1  1  2],1.8964892610891646,0.8741221690343334,0.050366479222156535,0.8895216019643799,0.6739862097785736,1.9266558727968723,0.874217533689347,0.1778329662156676,0.8789820456995106,0.8605199523804212,-0.13821997747137338,1.6017004249320963
[21  2  1  4 16  1  1  2],-0.9504987473095974,1.668499080922847,-0.46898165348170384,1.602559211524368,-0.130564604439214,-0.7229302906544608,-0.8986439313066754,-1.4091656507252188,1.8678727805792175,1.7880489184866626,0.7092996773897039,0.6168173872079076
[22  2  1  5 14  1  1  1],0.0,0.07200000000000001,0.0,0.0,0.0,0.0,0.16426606631035445,0.26055850307888234,0.9254978638790288,0.0,0.0,0.1263074423466843
[21  2  1  1 22  2  1  1],0.0,0.0,0.0,-1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[21  2  1  0 24  2  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[21  2  1  2 20  2  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.36,0.0,0.0,0.0
[21  2  1  3 18  2  1  2],0.0,0.0,0.0,0.0,0.0,0.007290000000000005,0.0,0.0,0.0,0.0,-1.2000000000000002,0.0
[22  2  1  3 18  2  1  2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,0.0,0.0
[21  2  1  4 16  2  1  2],0.34930764,0.8032400000000002,0.0,0.0,0.0,0.0,0.0314376876,0.0352836,0.0,0.0,0.0,0.0
[21  2  1  5 14  2  1  3],0.0,0.0,1.17612,0.10800000000000004,0.20305080000000006,-0.68626628,0.0,0.1058508,0.10800000000000004,0.0,0.0,0.0
[21  2  1  6 12  2  1  3],0.0,0.0,0.0,0.0,0.0,0.0,-0.6941491999999999,-2.1512520000000004,-0.72,0.0,0.0,0.0
[22  2  1  6 12  2  1  3],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[21  2  1  5 14  2  1  2],0.0,0.0,0.0,0.0,0.0,-0.8,0.0,0.0,0.0,0.0,0.0,0.0
[21  2  1  3 18  2  1  1],-0.8,-1.08,0.0,0.0,0.0,0.0,0.0,0.0,-0.36,0.0,0.0,0.0
[22  2  1  3 18  2  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[21  2  1  4 16  2  1  1],-1.2000000000000002,0.036000000000000004,0.0,-0.797084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[22  2  1  4 16  2  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[21  2  1  4 16  3  1  2],0.0,0.0,0.06495390000000001,0.06495390000000001,0.0,0.06495390000000001,0.005787392490000002,0.06430436100000002,-1.1284194900000002,0.7144929000000001,0.0,0.08100000000000003
[21  2  1  5 14  3  1  3],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[22  2  1  5 14  3  1  3],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[21  2  1  6 12  3  1  3],0.20314800000000005,0.0,0.20314800000000005,1.058508,0.10692000000000004,0.0,0.10692000000000004,0.0,0.0,0.0,0.0,0.10585080000000001
[21  2  1  6 12  3  1  4],0.0,0.0,0.0,0.0,0.0,-0.8,0.0,-1.6,0.0,0.0,0.0,0.0
[11  2  1  3 29  3  1  3],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[12  2  1  3 29  3  1  3],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[11  2  1  3 30  3  1  4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[10  2  1  3 31  3  1  4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 8  2  1  4 31  3  1  4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 8  2  1  4 30  3  1  4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2000000000000002,0.0,0.0
[ 9  2  1  3 32  3  1  4],0.0,0.0,0.0,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 9  2  1  2 34  3  1  4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 6  2  1  2 36  3  1  4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 2  2  1  2 40  3  1  4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,0.0,0.0
[ 1  2  1  1 43  3  1  4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 2  2  1  1 43  3  1  4],0.0,0.0,0.0,0.0,0.0,-1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0
[ 2  2  1  0 45  3  1  4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1  2  1  1 44  3  1  4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1  2  1  2 42  3  1  4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2000000000000002,0.0,0.0
[ 0  2  1  1 45  3  1  4],0.0,0.0,0.0,-1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  2  1  0 47  3  1  4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  2  1  0 46  3  1  4],0.0,0.0,0.0,0.0,0.0,0.0,-0.72,0.0,0.0,0.0,0.0,0.0
[ 0  1  1  0 46  3  1  4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  1  1  1 44  3  1  4],-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1  1  1  0 46  3  1  4],0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
[ 1  1  0  0 46  3  1  4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  1  0  0 47  3  1  4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  1  0  0 46  3  1  4],0.0,0.0,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  0  0  0 46  3  1  4],0.0,0.0,0.0,0.0,0.0,0.0,-1.2000000000000002,0.0,0.0,0.0,0.0,0.0
[ 1  0  0  0 30  3  1  4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6000000000000001
[ 1  0  0  0 22  3  1  4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  0  0  0 23  3  1  4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
[ 0  0  0  0 14  3  1  5],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1  0  0  0 14  3  1  5],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  0  0  0 15  3  1  5],-0.057793779999999906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  0  0  0 15  3  1  6],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
[0 0 0 0 0 3 1 6],4.254185923794001,11.103251993945754,0.6593400000000001,6.6646800000000015,0.486,1.0093865449041597,7.708447890413742,1.93627960725876,1.0507919400000003,6.11958726,-6.528686073606,1.6015919400000005
[19  0  0  0 19  1  0  1],0.0,0.0,0.0,0.0,9.30296258926068e-09,3.625994363386333e-08,0.0,1.0336625099178533e-07,9.30296258926068e-09,9.30296258926068e-09,0.0,9.30296258926068e-09
[18  0  0  0 19  1  0  1],4.350584859391823e-08,1.644006125387102e-08,0.0,1.9508431526751023e-08,3.3721389298951216e-08,0.0,3.641297881959131e-07,1.3378091137122277e-07,1.9508431526751023e-08,2.973684119676254e-08,0.0,3.4093003032000027e-09
[19  0  0  0 19  1  1  1],1.3607121711852547e-07,0.0,1.3950613321291474e-06,9.578073782804906e-07,7.3574471909519985e-06,3.213807565343598e-07,3.246137468809098e-08,3.624148837653796e-09,9.043493560444101e-09,1.484868139644985e-06,0.0,3.606819409787887e-07
[18  0  0  0 19  1  1  1],2.2192130628578098e-06,4.42025729629004e-08,3.408407376456955e-08,0.0,1.3071254109834277e-07,1.3071254109834277e-07,1.3071254109834277e-07,2.41055397978998e-06,0.0,3.978231566661036e-09,1.4608784111728866e-06,1.3071254109834277e-07
[19  1  0  0 19  1  1  1],0.0,0.00019830837064042524,0.0,7.5263107354103476e-06,6.604920410962576e-07,2.65690496150226e-06,0.0,6.671636778750076e-07,0.0,3.939285958539071e-08,7.265412452058832e-06,6.604920410962576e-07
[18  2  0  0 17  1  1  1],1.6543885185535358e-07,0.00016869197881059248,2.0455149798949266e-05,0.0,1.6543885185535358e-07,1.6543885185535358e-07,1.6543885185535358e-07,1.8382094650594841e-06,0.0,0.0,0.0,3.3121804498143806e-05
[19  2  0  0 16  1  1  1],0.0,0.0,0.0,0.0,0.0014696640000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[19  2  0  0 14  1  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[18  2  0  0 14  1  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[19  2  0  0 13  1  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[19  2  0  1 13  1  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  2  0  1 13  1  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  2  0  1 11  1  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  2  0  2 11  1  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  2  0  2 11  1  1  2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[21  2  0  2 11  1  1  2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  2  0  2  9  1  1  2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[21  2  0  3  9  1  1  2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  2  0  3  9  1  1  2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  2  1  3  9  1  1  2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  2  1  4  9  1  1  2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[21  2  1  4  7  1  1  2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  2  1  4  7  1  1  2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  2  1  4  5  1  1  2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[20  2  1  4  5  1  1  3],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[21  2  1  4  5  1  1  3],0.0,0.0,0.0,0.0,0.0,0.91448,0.0,0.0,0.0,0.0,0.0,0.0
[20  2  1  7  7  0  1  0],1.3571181778006889,0.0,0.0,0.0,0.0,10.995801698817136,0.0,12.615849228206446,1.1354264305385804,1.3571181778006889,0.0,0.0
[22  2  1 12  1  0  0  0],0.0,2.5115657998702137,0.0,0.0,0.0,0.0,0.0,2.3027009387116943,0.0,0.0,0.0,23.37862195451433
[16  0  0  0  7  1  0  0],1.3168578601803468e-13,5.618282697226738e-11,2.149025626669304e-11,1.5917022247513422e-13,0.0,0.0,1.6481702045787046e-11,1.768558027501491e-12,0.0,2.6113545127019307e-11,7.280355333408567e-13,1.1930893061033389e-11
[14  0  0  0  7  1  0  1],0.0,0.0,0.0,0.0,0.0,2.3208707196920456e-09,0.0,0.0,0.0,0.0,0.0,2.1683668573093276e-10
[15  0  0  0  7  1  0  1],0.0,0.0,0.0,0.0,2.3185498489723535e-08,2.3208707196920456e-09,0.0,0.0,0.0,0.0,0.0,0.0
[15  1  0  0  6  1  0  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[15  1  0  0 12  1  0  1],0.0,0.0,0.0,0.0,0.0,0.0,6.340082394938549e-12,0.0,0.0,0.0,0.0,0.0
[16  1  0  0 12  1  0  1],0.0,7.044535994376164e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.044535994376164e-11
[17  1  0  1 19  1  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[17  1  0  1 27  1  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9832747668286575e-06,0.0
[16  1  0  1 27  1  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[16  1  0  1 25  1  1  2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[18  1  0  1 25  1  1  2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[16  1  0  1 24  1  1  2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[17  1  0  1 24  1  1  2],0.0,0.0,1.882626798489854e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
